마을명,시군구명,읍면동명,행정리명,관광지명,관광지유형,소재지도로명주소,소재지지번주소,위도,경도,면적,지정일자,수용인원수,주차가능수,관광지소개,휴무일,운영시간,요금정보,주요목적,편의시설,관리기관명,관리기관전화번호,데이터기준일자
조수1리마을,제주시,한경면,조수1리,송아오름,오름,,제주특별자치도 제주시 한경면 조수리 134,33.3356052,126.2385732,30701,,,,오름 일대에 소나무가 많이 자라고 있음에 연유하여 송아오름이라 불리는 오름,연중무휴,,,등산,,제주도청,064-120,2022-09-30
청수농촌체험휴양마을,제주시,한경면,청수리,산양곶자왈,공원,,제주특별자치도 제주시 한경면 청수리 산 6,33.29646688,126.2519525,,,,,곶자왈을 온몸으로 느낄 수 있는 공간,연중무휴,(평일+주말+공휴일+하절기)09:00~18:00+(평일+주말+공휴일+동절기)09:00~17:00,6000원(성인)+5000원(청소년+어린이),산책로,,제주특별자치도 제주시 한경면 청수리사무소,064-773-1950,2022-09-30
청수농촌체험휴양마을,제주시,한경면,청수리,제주평화박물관,박물관,제주특별자치도 제주시 한경면 청수서5길 63,제주특별자치도 제주시 한경면청수리 847,33.30566729,126.2492621,,,,,"일제강점기와 태평양 전쟁 당시의 제주와 전쟁역사를 보관, 전시하고 있는 곳",,(평일+주말+공휴일)08:30~17:00,,관람,공용주차장+화장실+무료WIFI+음료대+경보 및 피난시설,,064-772-2500,2022-09-30
청수농촌체험휴양마을,제주시,한경면,청수리,청수곶자왈,숲,,제주특별자치도 제주시 한경면 청수리 산 4,33.30110693,126.2619706,,,,,제주도내 최대 운문산 반딧불이 서식지,,,,등산,공용주차장,반딧불이마을영농조합법인,064-772-5580,2022-09-30
청수농촌체험휴양마을,제주시,한경면,청수리,가마오름,오름,,제주특별자치도 제주시 한경면 청수리 1202-1,33.30552294,126.2470112,154486,,,,오름의 모양새가 가마를 엎어 놓은 것과 비슷하다 하여 가마오름이라 불리는 오름,연중무휴,,,등산,,제주도청,064-120,2022-09-30
판포리마을,제주시,한경면,판포리,판포오름,오름,,제주특별자치도 제주시 한경면 판포리 935-1,33.35806781,126.2135219,192446,,,,소가 누워있는 모양새의 오름,연중무휴,,,등산,,제주도청,064-120,2022-09-30
판포리마을,제주시,한경면,판포리,비체올린,체험여행,제주특별자치도 제주시 한경면 판조로 253-6,제주특별자치도 제주시 한경면 판포리 725-1,33.34946922,126.2185758,,,5000,41,카약타고 캠핑하고 상상 그 이상의 즐거움이 가득한 국내최초 힐링카약파크,연중무휴,(평일+주말+공휴일)08:40~18:00,14000원(성인개인)+13000원(성인단체+성인도민개인+청소년개인)+12000원(청소년단체+어린이개인+경로개인+장애인개인+국가유공자개인+성인도민단체+청소년도민개인)+11000원(어린이단체+경로단체+장애인단체+국가유공자단체+청소년도민단체+어린이도민개인+경로도민개인+장애인도민개인+국가유공자도민개인)+10000원(어린이도민단체+경로도민단체+장애인도민단체+국가유공자도민단체),레저+체험,단체석+공용주차장+방문접수 및 출장+예약+무료WIFI+반려동물동반+화장실+장애인전용주차장,주식회사 비체올린,064-773-0000,2022-09-30
신창리마을,제주시,한경면 ,신창리,싱계물 공원,공원,,제주특별자치도 제주시 한경면 신창리 1322-1,33.34350419,126.1738465,,,,,제주 숨은 비경 중 하나로 주변 해안풍력발전소와 함께 이국적인 풍경을 볼 수 있는 공원,연중무휴,,무료,공원,,,,2022-09-30
신창리마을,제주시,한경면 ,신창리,벌내물 공원,공원,,제주특별자치도 제주시 한경면 신창리 1321-1,33.34298429,126.174844,,,,,희귀식물 자생지로 자연생태계를 둘러 볼 수 있도록 탐방로와 관광객들이 잠시 쉬고 갈 수 있도록 정자도 마련되어 있음,연중무휴,,무료,공원,,,,2022-09-30
신창리마을,제주시,한경면 ,신창리,신창풍차해안,해수욕장,,제주특별자치도 제주시 한경면 신창리 1323,33.34535043,126.1765471,,,,,제주시 숨은 비경 31곳 중 하나로 풍차6기의 장관을 볼 수 있음,동절기+간절기,,무료,해변,,제주시청,064-120,2022-09-30
귀덕1리마을,제주시,한림읍,귀덕1리,영등할망신화공원,공원,,제주특별자치도 제주시 한림읍 귀덕리 1030-8,33.44361359,126.2926689,,,,,영등할망을 비롯한 다양한 스토리를 지닌 석상을 마주할 수 있는 공간임,연중무휴,,,산책로,,,064-728-7614,2022-09-30
귀덕1리마을,제주시,한림읍,귀덕1리,귀덕연대,문화재,제주특별자치도 제주시 한림읍 귀덕14길 14-5,제주특별자치도 제주시 한림읍 귀덕리 1118,33.44258234,126.2932499,,,,,"귀덕초등학교 북쪽에 위치하며, 횃불과 연기를 이용하여 정치·군사적으로 급한 소식을 전하던 통신수단을 말함",연중무휴,,,관람,,제주도청,064-120,2022-09-30
귀덕2리마을,제주시,한림읍,귀덕2리,이랜드뮤지엄,박물관,제주특별자치도 제주시 한림읍 한림해안로 530 ,제주특별자치도 제주시 한림읍 귀덕리 3861,33.43585803,126.2743892,,,,,"헐리우드 영화와 관련된 세계 최고, 최대의 컬렉션을 바탕으로, 영화의 제작 과정과 배우, 감독, 시상식에 관련한 진품들을 소유하고 있는 박물관",월요일,(평일+주말+공휴일)09:00~18:00,3000원,전시,무료WIFI+화장실,이랜드뮤지엄,064-796-9608,2022-09-30
금능리마을,제주시,한림읍,금능리,배령연대,문화재,,제주특별자치도 제주시 한림읍 금능리 1603,33.38845501,126.2234075,,,,,제주특별자치도 제주시 한림읍 금능리에 있는 조선 시대 명월진 소속의 연대,연중무휴,,무료,,,제주시청,064-120,2022-09-30
금능리마을,제주시,한림읍,금능리,금능석물원,테마파크,제주특별자치도 제주시 한림읍 한림로 176,제주특별자치도 제주시 한림읍 금능리 1282-9,33.38485201,126.2268329,,,,,똑같이 생긴 하르방만 본 여행객들에게 제주 석물의 진수를 감상할 수 있게 하는 곳,연중무휴,(평일+주말+공휴일)08:30~17:30,4000원(성인)+3000원(청소년)+무료(어린이),공원,주차장+화장실,금능석물원,064-796-3360,2022-09-30
금능리마을,제주시,한림읍,금능리,금능포구,페리,,제주특별자치도 제주시 한림읍 금능리 1494-12,33.38965652,126.2281284,,,,,에메랄드 빛 바다 위 평화로운 포구,연중무휴,,무료,어선정박,주차장+화장실,,064-728-7672,2022-09-30
금능리마을,제주시,한림읍,금능리,금능해수욕장,해수욕장,,제주특별자치도 제주시 한림읍 금능리 2036-2,33.39043486,126.2358922,,,,94,"전통어로 체험이 가능한 은빛 해수욕장 , 바닥이 훤히 비치는 투명한 물빛과 바닷물이 찰박거리는 얕은 수심, 물놀이 후 따뜻하게 즐기는 온수 샤워까지 아이들과 다녀오기에 최적의 조건을 갖춘 해수욕장",동절기+간절기,,무료,해변,공용주차장+화장실+편의점+음료대+유도 및 안내시설+탈의실+샤워실,금능종합상황실,064-728-3983,2022-09-30
금악리마을,제주시,한림읍,금악리,탐나라공화국(제주남이섬),관람,제주특별자치도 제주시 한림읍 한창로 897 ,제주특별자치도 제주시 한림읍 금악리 81-8,33.33451741,126.3256942,,,,,남이섬 신화의 주인공 강우현 대표의 또 다른 상상나라,연중무휴,(평일+주말+공휴일)10:00~18:00,10000원(성인당일비자+어린이1년여권)+20000원(성인1년여권)+5000원(어린이당일비자),,주차장+무료WIFI+반려동물동반+화장실,탐나라상상그룹㈜,064-772-2878,2022-09-30
금악리마을,제주시,한림읍,금악리,금오름(왕매),오름,,제주특별자치도 제주시 한림읍 금악리 산1-1,33.35456304,126.3057906,613966,,,,비교적 평탄한 지형에 오롯이 서있는 모습이 꽤나 고매하게 느껴지는 오름,연중무휴,(평일+주말+공휴일)00:00~24:00,무료,산책로,주차장,제주도청,064-120,2022-09-30
금악리마을,제주시,한림읍,금악리,성클라라수도원 금악성당,자연명소,제주특별자치도 제주시 한림읍 금악북로 320,제주특별자치도 제주시 한림읍 금악리 373,33.34852479,126.3192642,,,,,성클라라수도원에 부속된 성당,연중무휴,,무료,성당,주차장,성클라라수도원,064-796-4180,2022-09-30
금악리마을,제주시,한림읍,금악리,성이시돌목장,자연목장,제주특별자치도 제주시 한림읍 산록남로 53,제주특별자치도 제주시 한림읍 금악리 116,33.345978,126.321611,,1961-11-30,,,선교사로 온 맥그린치 신부가 개간한 곳으로 테쉬폰이라는 독특한 건축물을 볼 수 있는 곳,연중무휴,,무료,농공시설,주차장+화장실,성이시돌목장,064-796-0396,2022-09-30
명월리마을,제주시,한림읍,명월리,명월팽나무군락,기념물,제주특별자치도 제주시 한림읍 명월로 71,제주특별자치도 제주시 한림읍 명월리 1767-1,33.38700045,126.2666354,,1974-04-03,,,"생물학적 가치가 높아 기념물로 지정하여 보호되는 곳, 제주시 한림읍 명월리 · 제주도기념물 제19호",연중무휴,,무료,자연유산,,제주도청,064-120,2022-09-30
명월리마을,제주시,한림읍,명월리,명월성지,문화유적지,,제주특별자치도 제주시 한림읍 명월리 2237-5,33.399402,126.2628605,,1976-09-09,,,제주특별자치도 제주시 한림읍 명월리에 있는 조선시대의 성터,연중무휴,,무료,문화재,주차장,세계유산본부,064-710-6704,2022-09-30
명월리마을,제주시,한림읍,명월리,프랑스샤르망,박물관,제주특별자치도 제주시 한림읍 명상로 37,제주특별자치도 제주시 한림읍 명월리 384,33.3746227,126.2810824,,2018-11-17,,4,"프랑스 미술품, 골동품 등을 무료로 만날 수 있는 창고형 미술관",일요일,(평일+주말+공휴일)10:00~18:00,무료,전시박물관,공용주차장+현금결제+화장실+편의점,제주프랑스문화원,064-796-4467,2022-09-30
명월리마을,제주시,한림읍,명월리,명월국민학교,카페,제주특별자치도 제주시 한림읍 명월로 48,제주특별자치도 제주시 한림읍 명월리 1734,33.38872329,126.2648664,815.1,2018-09-20,,,"폐교가 마을청년회의 운영을 통해 카페와 갤러리로 재탄생된 곳, 휴무 및 특이사항은 인스타 공지 확인 및 전화문의",연중무휴,(평일+주말+공휴일)11:00~18:00,6500원(너에게사과+에이드 3종+명월차+티라미수라떼),카페,화장실+주차장+무료WIFI,제주특별자치도 제주시 한림읍 명월리사무소,070-8803-1955,2022-09-30
비양리마을,제주시,한림읍,비양리,비양도,섬,,제주특별자치도 제주시 한림읍 협재리 산 100-1,33.4094482,126.2269778,500000,,,,천 년의 시간을 간직한 섬,연중무휴,(평일+주말+공휴일)09:20~15:36,4500원(성인)+4000원(성인도민)+2500원(어린이+어린이도민)+2250원(국가유공자+장애인)+무료(비양도주민),관람,화장실,,,2022-09-30
상명리마을,제주시,한림읍,상명리,새시물,연못,,제주특별자치도 제주시 한림읍 상명리 2361,33.36141089,126.2700627,2,,8,0,상명리 주민들의 식수로 쓰였던 마을 샘터,연중무휴,,무료,정자,,제주특별자치도 제주시 한림읍 상명리사무소,064-796-3837,2022-09-30
상명리마을,제주시,한림읍,상명리,느지리오름,오름,,제주특별자치도 제주시 한림읍 상명리 산 5,33.36655853,126.2615984,332844,,,24,"상명리의 옛 이름인 느지리에서 유래했다 높이 225m, 둘레 2,609m, 총면적 33만 2844㎡ 규모의 기생 화산",연중무휴,,무료,산책로,화장실+주차장,제주도청,064-120,2022-09-30
수원리마을,제주시,한림읍,수원리,테우마을 수원리 농어촌체험마을,체험마을,제주특별자치도 제주시 한림읍 한림해안로 271,제주특별자치도 제주시 한림읍 수원리 724-2,33.4254602,126.2643903,1143.5,,100,15,쪽빛 바다와 푸른 작물을 품에 안은 마을,연중무휴,(평일+주말+공휴일)10:00~16:30,12000원(테우낚시체험성인)+10000원(테우낚시체험학생)+80000원(스쿠버다이빙체험),낚시체험,화장실+주차장,제주특별자치도 제주시 한림읍 수원리사무소,064-796-7222,2022-09-30
수원리마을,제주시,한림읍,수원리,대수포구,항구,,제주특별자치도 제주시 한림읍 수원리 724-5,33.42542122,126.2635197,3121.3,,,15,비양도가 보이는 작고 아담한 포구,연중무휴,,무료,어선정박,공용주차장,제주특별자치도 제주시 한림읍 수원리사무소,064-796-7222,2022-09-30
월령리마을,제주시,한림읍,월령리,진아영 할머니 집터,기념관,제주특별자치도 제주시 한림읍 월령1길 22,제주특별자치도 제주시 한림읍 월령리 381,33.37596454,126.2146182,90,2008-02-15,,0,총탄에 턱을 맞고 쓰러진 뒤 무명천으로 턱을 가린 채 후유증으로 삶을 살아가셨던 진아영 할머니의 집터,연중무휴,,무료,4.3 기념관,,제주주민자치연대,064-722-2701,2022-09-30
월령리마을,제주시,한림읍,월령리,월령선인장자생지,천연기념물,제주특별자치도 제주시 한림읍 월령3길 27-4,제주특별자치도 제주시 한림읍 월령리 359-4,33.3778766,126.2154392,5020.53,2001-09-01,,,이국적인 분위기를 풍기는 선인장 군락지,연중무휴,,무료,산책로,공용주차장,제주시청,064-120,2022-09-30
월령리마을,제주시,한림읍,월령리,월령포구,페리,,제주특별자치도 제주시 한림읍 월령리 317-1,33.37857162,126.2162792,2933,,,,"올레길, 선인장, 바다, 풍력발전기까지 한눈에 담을 수 있는 항구",연중무휴,,무료,어선정박,공용주차장,제주특별자치도 제주시 한림읍 월령리사무소,064-796-2589 ,2022-09-30
월림리마을,제주시,한림읍,월림리,제주도립김창열미술관,미술관,제주특별자치도 제주시 한림읍 용금로 883-5,제주특별자치도 제주시 한림읍 월림리 115-23,33.33906111,126.2686675,,,,,작가 김창열 화백의 정신을 기리기 위한 도립미술관,월요일,(평일+주말+공휴일)09:00~18:00,2000원(성인)+1000원(청소년+군인)+500원(어린이)+무료(6세이하+65세이상),공연+전시,공용주차장+현금결제+카드결제+화장실+무료WIFI+유도 및 안내시설+경보 및 피난시설,제주도립김창열미술관,064-710-4150,2022-09-30
월림리마을,제주시,한림읍,월림리,제주카트클럽,카트장,제주특별자치도 제주시 한림읍 중산간서로 3853,제주특별자치도 제주시 한림읍 월림리 341-2,33.34771558,126.2559996,,,,,남녀노소 누구나 스피드를 즐길 수 있는 카트체험장,연중무휴,(평일+주말+공휴일)09:00~19:00,25000원(1인용)+35000원(2인용),카트체험,공용주차장+화장실,제주카트클럽,064-772-5080,2022-09-30
월림리마을,제주시,한림읍,월림리,더마파크,테마파크,제주특별자치도 제주시 한림읍 월림7길 155,제주특별자치도 제주시 한림읍 월림리 산 8,33.35413655,126.2443234,,,,100,말전문 테마공원으로 기마공연과 함께 고품격승마등 볼거리와 즐길 거리가 함께 있는 체험형 테마공원,연중무휴,(평일+주말+공휴일)09:00~17:00,20000원(공연관람성인)+18000원(공연관람청소년)+15000원(공연관람어린이)+12000원(승마A코스)+25000원(카트체험1인승)+35000원(카트체험2인승),승마공연 및 승마체험,공용주차장+화장실+무료WIFI+편의점+경보 및 피난시설+엘리베이터,라온더마파크,064-795-8080,2022-09-30
협재리마을,제주시,한림읍,협재리,협재굴,동굴,,제주특별자치도 제주시 한림읍 협재리 2600,33.38700576,126.2401674,,,,,천연기념물 236호로 세계 제3대 불가사의 동굴로 꼽히는 용암동굴,연중무휴,(평일+주말+공휴일+하절기)09:00~17:50+(평일+주말+공휴일+동절기)09:00~16:30+(평일+주말+공휴일+간절기)09:00~17:20,12000원(성인개인)+10000원(경로개인+성인단체+성인도민)+9000원(경로단체+경로도민)+8000원(청소년개인)+7000원(청소년단체+어린이개인)+6000원(청소년도민+어린이단체)+5500원(어린이도민),관람,공용주차장+현금결제+카드결제+화장실+무료WIFI+흡연구역+편의점+음료대+유도 및 안내시설,주식회사 한림공원,064-796-0001,2022-09-30
협재리마을,제주시,한림읍,협재리,쌍용굴,동굴,,제주특별자치도 제주시 한림읍 협재리 2600,33.38645108,126.2408708,,,,,한림공원 내에 위치한 두 마리의 용이 빠져 나온 것 같다고 하여 이름 붙여진 쌍용굴,연중무휴,(평일+주말+공휴일+하절기)09:00~17:50+(평일+주말+공휴일+동절기)09:00~16:30+(평일+주말+공휴일+간절기)09:00~17:20,12000원(성인개인)+10000원(경로개인+성인단체+성인도민)+9000원(경로단체+경로도민)+8000원(청소년개인)+7000원(청소년단체+어린이개인)+6000원(청소년도민+어린이단체)+5500원(어린이도민),관람,공용주차장+현금결제+카드결제+화장실+무료WIFI+흡연구역+편의점+음료대+유도 및 안내시설,주식회사 한림공원,064-796-0001,2022-09-30
협재리마을,제주시,한림읍,협재리,황금굴,동굴,,제주특별자치도 제주시 한림읍 협재리 2600,33.38675319,126.2416205,,,,,원형보존이 잘 되어 있고 희귀한 용암굴,연중무휴,(평일+주말+공휴일+하절기)09:00~17:50+(평일+주말+공휴일+동절기)09:00~16:30+(평일+주말+공휴일+간절기)09:00~17:20,12000원(성인개인)+10000원(경로개인+성인단체+성인도민)+9000원(경로단체+경로도민)+8000원(청소년개인)+7000원(청소년단체+어린이개인)+6000원(청소년도민+어린이단체)+5500원(어린이도민),관람,공용주차장+현금결제+카드결제+화장실+무료WIFI+흡연구역+편의점+음료대+유도 및 안내시설,주식회사 한림공원,064-796-0001,2022-09-30
협재리마을,제주시,한림읍,협재리,한림공원,식물원,제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,33.38900322,126.2402387,,,,,10만 평 대지 위에 펼쳐지는 환상적인 10가지 테마파크,연중무휴,(평일+주말+공휴일+하절기)09:00~17:50+(평일+주말+공휴일+동절기)09:00~16:30+(평일+주말+공휴일+간절기)09:00~17:20,12000원(성인개인)+10000원(경로개인+성인단체+성인도민)+9000원(경로단체+경로도민)+8000원(청소년개인)+7000원(청소년단체+어린이개인)+6000원(청소년도민+어린이단체)+5500원(어린이도민),포토스팟,공용주차장+현금결제+카드결제+화장실+무료WIFI+흡연구역+편의점+음료대+유도 및 안내시설,주식회사 한림공원,064-796-0001,2022-09-30
협재리마을,제주시,한림읍,협재리,협재포구,포구,,제주특별자치도 제주시 한림읍 협재리 1458-2,33.39910072,126.2438806,,,,,비양도가 보이는 포구,연중무휴,,,관람,,,,2022-09-30
협재리마을,제주시,한림읍,협재리,협재해수욕장,해수욕장,,제주특별자치도 제주시 한림읍 협재리 2447,33.39379081,126.2391598,,,,120,"비양도, 은모래, 바다가 그려낸 그림같이 아름다운 해변",연중무휴,,,물놀이,공용주차장+화장실+편의점+음료대+유도 및 안내시설+경보 및 피난시설,,064-728-3981,2022-09-30
금능리마을,제주시,한림읍 ,금능리,금능원담축제,축제,,제주특별자치도 제주시 한림읍 금능리 2036-2,33.39043486,126.2358922,,,,,오늘날 사라져가는 원담을 널리 알리고 보존하기 위한 축제,동절기+간절기,,무료,,주차장+화장실,금능원담축제추진위원회,,2022-09-30
금악리마을,제주시,한림읍 ,금악리,힐하우스 스파,온천+스파,제주특별자치도 제주시 한림읍 한창로 925-122,제주특별자치도 제주시 한림읍 금악리 84-1,33.33596344,126.3123479,,,,10,더힐하우스스파는 블랙스톤 골프호텔 단지 내에 위치하고 있으며 편안한 분위기와 현대식 시설을 갖춘 전문 스파,연중무휴,(평일+주말+공휴일)11:00~22:00,187000원(골퍼스핸디캡)+236000원(아로마틱스파80분+스톤에너지80분)+256000원(바디에센셜80분+림파틱80분)+420000원(디톡스랩120분+안티셀룰라이트랩),스파,주차장+무료WIFI+화장실,더힐하우스,0507-1322-2380,2022-09-30
